"school";"sex";"age";"address";"famsize";"Pstatus";"Medu";"Fedu";"Mjob";"Fjob";"reason";"nursery";"internet";"higher";"famsup";"freetime";"goout";"romantic";"activities";"health";"famrel";"guardian";"traveltime";"schoolsup";"studytime.portugese";"failures.portugese";"paid.portugese";"Dalc.portugese";"Walc.portugese";"absences.portugese";"G1.portugese";"G2.portugese";"G3.portugese";"studytime.math";"failures.math";"paid.math";"Dalc.math";"Walc.math";"absences.math";"G1.math";"G2.math";"G3.math";"large_family";"any_support";"relationships";"total_failures";"both_courses"
"GP";"M";15;"urban";"LE3";"T";4;2;"teacher";"other";"course";"yes";"yes";"yes";FALSE;5;2;"no";"no";3;3;"mother";"<15 min";FALSE;1;0;"no";1;1;10;18;17;18;1;0;"no";1;1;10;18;19;19;FALSE;FALSE;3;0;TRUE
"GP";"M";15;"urban";"LE3";"T";4;3;"teacher";"services";"home";"yes";"yes";"yes";TRUE;4;3;"no";"yes";4;5;"mother";"<15 min";FALSE;3;0;"no";1;1;0;14;14;14;3;0;"no";1;1;2;15;16;18;FALSE;TRUE;5;0;TRUE
"GP";"M";15;"urban";"LE3";"T";4;4;"health";"services";"course";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;4;"father";"<15 min";FALSE;1;0;"no";1;3;0;12;13;12;1;0;"yes";1;3;2;14;14;14;FALSE;TRUE;4;0;TRUE
"GP";"M";15;"urban";"LE3";"T";4;4;"teacher";"other";"home";"no";"yes";"yes";TRUE;4;3;"yes";"no";5;5;"other";"<15 min";FALSE;1;0;"no";2;4;8;10;11;11;1;0;"no";2;4;8;12;12;12;FALSE;TRUE;8;0;TRUE
"GP";"M";16;"rural";"GT3";"A";4;4;"other";"teacher";"reputation";"yes";"yes";"yes";TRUE;4;3;"yes";"yes";5;2;"mother";"15-30 min";FALSE;3;0;"no";1;1;4;13;13;13;3;0;"no";1;1;7;15;16;15;TRUE;TRUE;5;0;TRUE
"GP";"M";16;"rural";"GT3";"T";2;1;"other";"other";"course";"no";"no";"yes";FALSE;3;2;"no";"yes";3;3;"mother";"15-30 min";FALSE;1;0;"no";1;3;2;14;13;12;1;0;"no";1;3;0;8;9;8;TRUE;FALSE;3;0;TRUE
"GP";"M";16;"rural";"GT3";"T";2;2;"at_home";"other";"course";"no";"no";"yes";FALSE;2;2;"no";"no";3;4;"mother";"30-60 min";FALSE;1;0;"no";1;2;4;12;10;11;1;0;"no";1;2;2;17;15;15;TRUE;FALSE;4;0;TRUE
"GP";"M";16;"rural";"GT3";"T";3;3;"services";"services";"reputation";"yes";"yes";"yes";TRUE;3;2;"no";"yes";5;4;"mother";"<15 min";FALSE;1;0;"no";3;4;0;11;10;10;1;0;"no";3;4;8;8;9;10;TRUE;TRUE;4;0;TRUE
"GP";"M";16;"rural";"GT3";"T";4;2;"teacher";"services";"other";"yes";"yes";"yes";TRUE;3;3;"yes";"yes";3;4;"mother";"<15 min";FALSE;1;0;"no";3;4;8;10;9;11;1;0;"no";3;4;10;10;8;9;TRUE;TRUE;7;0;TRUE
"GP";"M";16;"rural";"GT3";"T";4;3;"services";"other";"reputation";"no";"yes";"yes";TRUE;3;3;"no";"yes";4;3;"mother";"15-30 min";TRUE;1;0;"yes";1;1;6;9;11;11;1;0;"no";1;1;2;11;15;15;TRUE;TRUE;3;0;TRUE
"GP";"M";16;"rural";"GT3";"T";4;4;"teacher";"teacher";"course";"yes";"yes";"yes";FALSE;5;5;"no";"yes";4;3;"mother";"<15 min";FALSE;1;0;"no";2;5;8;14;14;15;1;0;"yes";2;5;8;18;18;18;TRUE;FALSE;3;0;TRUE
"GP";"M";16;"rural";"LE3";"T";3;3;"teacher";"other";"home";"yes";"yes";"yes";TRUE;3;4;"no";"yes";3;3;"father";"30-60 min";FALSE;1;0;"no";3;5;16;10;11;12;1;0;"yes";3;5;8;9;9;10;FALSE;TRUE;3;0;TRUE
"GP";"M";16;"urban";"GT3";"T";0;2;"other";"other";"other";"no";"yes";"yes";FALSE;3;2;"no";"no";5;4;"mother";"<15 min";FALSE;1;0;"no";2;4;0;11;12;11;1;0;"yes";2;4;0;13;15;15;TRUE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";1;0;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;2;"yes";"yes";3;4;"mother";"15-30 min";FALSE;2;0;"no";1;1;0;16;17;18;2;0;"yes";1;1;2;13;15;16;TRUE;TRUE;7;0;TRUE
"GP";"M";16;"urban";"GT3";"T";1;2;"services";"services";"other";"yes";"yes";"yes";TRUE;3;3;"yes";"yes";3;3;"mother";"<15 min";FALSE;1;0;"no";1;2;0;10;9;11;1;0;"yes";1;2;2;11;12;11;TRUE;TRUE;6;0;TRUE
"GP";"M";16;"urban";"GT3";"T";1;3;"at_home";"services";"course";"yes";"yes";"no";FALSE;3;3;"no";"no";2;5;"father";"<15 min";FALSE;1;1;"no";1;4;2;9;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;5;1;FALSE
"GP";"M";16;"urban";"GT3";"T";2;1;"at_home";"other";"course";"yes";"no";"yes";FALSE;2;1;"no";"no";2;3;"mother";">60 min";FALSE;1;0;"no";1;1;4;9;9;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;3;0;FALSE
"GP";"M";16;"urban";"GT3";"T";2;1;"other";"other";"course";"yes";"yes";"yes";FALSE;3;3;"no";"no";4;4;"mother";"30-60 min";FALSE;1;0;"no";1;1;7;15;16;16;1;0;"no";1;1;6;18;18;18;TRUE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";2;2;"other";"other";"course";"yes";"yes";"no";FALSE;3;5;"no";"no";4;4;"father";"<15 min";FALSE;2;0;"no";2;4;0;9;10;11;2;0;"no";2;4;4;10;10;10;TRUE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";2;2;"services";"other";"reputation";"no";"yes";"yes";FALSE;4;2;"no";"yes";3;4;"father";"15-30 min";FALSE;2;0;"no";1;1;6;12;10;11;2;1;"yes";1;1;12;11;10;10;TRUE;FALSE;4;1;TRUE
"GP";"M";16;"urban";"GT3";"T";2;3;"other";"other";"course";"no";"yes";"yes";TRUE;2;3;"yes";"no";1;3;"mother";"15-30 min";FALSE;3;0;"no";2;2;4;13;12;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;6;0;FALSE
"GP";"M";16;"urban";"GT3";"T";2;3;"other";"other";"home";"yes";"yes";"yes";FALSE;3;3;"no";"no";3;5;"father";"15-30 min";FALSE;1;0;"no";1;1;0;13;12;12;1;0;"no";1;1;0;13;14;14;TRUE;FALSE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;1;"other";"other";"reputation";"yes";"no";"yes";FALSE;3;2;"no";"yes";5;5;"mother";"<15 min";FALSE;1;0;"no";2;2;0;13;13;14;1;0;"no";2;2;2;12;12;14;TRUE;FALSE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;1;"other";"other";"reputation";"yes";"yes";"yes";TRUE;3;2;"no";"no";5;4;"father";"15-30 min";FALSE;4;0;"no";1;1;2;13;11;11;4;0;"yes";1;1;0;13;15;15;TRUE;TRUE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;2;"at_home";"other";"reputation";"yes";"yes";"yes";FALSE;3;3;"yes";"yes";2;5;"mother";"15-30 min";FALSE;3;0;"no";1;3;0;12;12;12;3;0;"no";1;3;10;11;9;10;TRUE;FALSE;8;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;2;"other";"other";"home";"no";"yes";"yes";TRUE;4;3;"no";"no";5;5;"mother";"<15 min";FALSE;1;0;"no";1;1;4;12;12;12;1;0;"yes";1;1;0;12;14;15;TRUE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;2;"services";"services";"course";"no";"no";"no";TRUE;5;2;"no";"yes";2;4;"mother";"15-30 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;"no";1;1;16;12;11;12;TRUE;TRUE;4;1;FALSE
"GP";"M";16;"urban";"GT3";"T";3;3;"at_home";"other";"reputation";"no";"yes";"yes";TRUE;3;3;"no";"no";2;5;"other";"30-60 min";TRUE;2;1;"no";1;3;4;9;11;10;2;0;"no";1;3;6;7;10;10;TRUE;TRUE;5;1;TRUE
"GP";"M";16;"urban";"GT3";"T";3;3;"other";"services";"course";"yes";"yes";"yes";TRUE;5;5;"yes";"no";5;4;"father";"<15 min";FALSE;2;1;"no";4;4;0;10;10;1;2;1;"yes";4;4;4;10;12;12;TRUE;TRUE;7;2;TRUE
"GP";"M";16;"urban";"GT3";"T";3;3;"other";"services";"home";"yes";"yes";"yes";FALSE;4;2;"no";"yes";5;5;"father";"15-30 min";FALSE;1;0;"no";1;1;6;14;14;15;1;0;"no";1;1;0;13;14;13;TRUE;FALSE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;3;"services";"other";"home";"yes";"yes";"yes";FALSE;2;3;"yes";"yes";3;4;"mother";"<15 min";FALSE;2;0;"no";1;2;0;11;12;13;2;0;"yes";1;2;2;12;13;12;TRUE;FALSE;7;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;3;"services";"other";"home";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;5;"father";"<15 min";FALSE;3;0;"no";1;1;4;13;14;14;3;0;"no";1;1;2;16;18;18;TRUE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";3;4;"other";"other";"course";"no";"yes";"yes";TRUE;4;5;"no";"yes";2;3;"father";"30-60 min";FALSE;1;1;"no";2;4;4;9;9;10;1;2;"no";2;4;0;6;5;0;TRUE;TRUE;3;3;TRUE
"GP";"M";16;"urban";"GT3";"T";4;3;"health";"services";"reputation";"yes";"yes";"yes";FALSE;2;2;"no";"yes";2;4;"mother";"<15 min";FALSE;4;0;"no";1;1;2;17;17;17;4;0;"no";1;1;4;19;19;20;TRUE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;3;"teacher";"other";"home";"yes";"yes";"yes";TRUE;4;3;"no";"yes";3;3;"mother";"<15 min";FALSE;2;0;"yes";2;3;4;11;10;11;2;0;"yes";2;3;10;9;8;8;TRUE;TRUE;3;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"health";"other";"course";"yes";"yes";"yes";TRUE;4;4;"no";"yes";5;3;"mother";"<15 min";FALSE;1;0;"no";1;4;4;12;13;13;1;0;"no";1;4;18;14;11;13;TRUE;TRUE;3;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"health";"other";"reputation";"yes";"yes";"yes";TRUE;2;4;"no";"yes";1;4;"father";"<15 min";FALSE;2;0;"no";2;4;0;13;13;14;2;0;"yes";2;4;2;14;13;13;TRUE;TRUE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"services";"services";"course";"yes";"yes";"yes";FALSE;3;2;"no";"yes";5;5;"mother";"<15 min";FALSE;1;0;"yes";1;2;4;14;15;15;1;0;"no";1;2;0;13;12;12;TRUE;FALSE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"services";"services";"course";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;5;"mother";"<15 min";FALSE;3;0;"no";1;3;0;15;13;13;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;5;0;FALSE
"GP";"M";16;"urban";"GT3";"T";4;4;"services";"services";"other";"yes";"yes";"yes";TRUE;5;5;"no";"yes";4;4;"mother";"<15 min";TRUE;1;0;"no";5;5;12;9;9;8;1;0;"yes";5;5;14;7;7;5;TRUE;TRUE;4;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"services";"teacher";"other";"yes";"yes";"yes";TRUE;4;3;"yes";"yes";4;4;"father";"<15 min";FALSE;3;0;"no";1;1;0;16;16;16;3;0;"no";1;1;0;16;17;17;TRUE;TRUE;7;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"teacher";"teacher";"course";"yes";"yes";"no";TRUE;3;2;"yes";"no";5;3;"mother";"<15 min";FALSE;1;0;"no";2;1;16;9;9;8;1;0;"no";2;1;0;7;6;0;TRUE;TRUE;6;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"teacher";"teacher";"course";"yes";"yes";"yes";TRUE;4;4;"no";"yes";5;5;"father";"<15 min";FALSE;2;0;"no";1;2;6;16;14;14;2;0;"no";1;2;2;15;15;16;TRUE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"GT3";"T";4;4;"teacher";"teacher";"home";"yes";"yes";"yes";TRUE;4;5;"yes";"yes";5;4;"mother";"<15 min";FALSE;2;0;"yes";5;5;4;12;11;12;2;0;"yes";5;5;16;10;12;11;TRUE;TRUE;7;0;TRUE
"GP";"M";16;"urban";"LE3";"A";3;4;"services";"other";"home";"yes";"yes";"yes";TRUE;3;3;"no";"yes";5;5;"mother";"<15 min";TRUE;2;0;"yes";1;1;2;12;12;13;2;0;"no";1;1;4;11;11;11;FALSE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"LE3";"A";4;4;"teacher";"health";"reputation";"yes";"no";"yes";TRUE;1;3;"no";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";3;5;6;9;9;10;2;0;"no";3;5;18;8;6;7;FALSE;TRUE;4;0;TRUE
"GP";"M";16;"urban";"LE3";"T";1;1;"other";"other";"home";"yes";"yes";"yes";TRUE;4;2;"no";"no";5;3;"mother";"15-30 min";FALSE;2;0;"no";1;1;2;9;9;9;2;0;"yes";1;1;18;9;7;6;FALSE;TRUE;3;0;TRUE
"GP";"M";16;"urban";"LE3";"T";1;1;"services";"other";"course";"yes";"no";"yes";FALSE;4;4;"yes";"no";5;4;"mother";"<15 min";FALSE;2;2;"no";1;3;0;10;10;10;2;1;"no";1;3;0;14;12;12;FALSE;FALSE;7;3;TRUE
"GP";"M";16;"urban";"LE3";"T";1;2;"health";"services";"course";"no";"yes";"yes";FALSE;4;5;"no";"no";5;4;"mother";"15-30 min";FALSE;1;2;"no";3;5;0;9;8;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;FALSE;4;2;FALSE
"GP";"M";16;"urban";"LE3";"T";1;2;"other";"other";"course";"yes";"no";"yes";FALSE;4;4;"no";"yes";5;4;"mother";"15-30 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;"no";2;4;0;7;0;0;FALSE;FALSE;4;1;FALSE
"GP";"M";16;"urban";"LE3";"T";2;1;"at_home";"other";"course";"yes";"no";"yes";FALSE;4;4;"yes";"yes";5;4;"mother";"<15 min";FALSE;1;1;"no";3;5;6;9;10;10;1;1;"no";3;5;6;12;13;14;FALSE;FALSE;7;2;TRUE
"GP";"M";16;"urban";"LE3";"T";2;1;"other";"other";"course";"yes";"yes";"yes";FALSE;2;3;"yes";"yes";5;4;"mother";"<15 min";FALSE;2;0;"no";1;2;0;13;14;16;2;0;"yes";1;2;0;15;15;15;FALSE;FALSE;7;0;TRUE
"GP";"M";16;"urban";"LE3";"T";2;2;"other";"other";"home";"yes";"yes";"yes";FALSE;4;4;"no";"no";3;4;"mother";"<15 min";FALSE;2;0;"no";1;1;0;13;12;13;2;0;"no";1;1;0;12;12;11;FALSE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"LE3";"T";2;2;"other";"other";"reputation";"yes";"yes";"yes";TRUE;4;4;"no";"yes";5;5;"mother";"15-30 min";FALSE;2;0;"no";2;4;2;10;10;10;2;0;"no";2;4;0;13;13;12;FALSE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"LE3";"T";2;2;"services";"services";"reputation";"yes";"yes";"yes";TRUE;3;3;"no";"yes";2;2;"father";"15-30 min";FALSE;1;0;"no";2;2;4;12;11;11;1;2;"no";2;2;8;9;9;9;FALSE;TRUE;2;2;TRUE
"GP";"M";16;"urban";"LE3";"T";4;2;"teacher";"other";"course";"yes";"yes";"yes";FALSE;5;1;"no";"yes";5;4;"mother";"<15 min";FALSE;2;0;"no";1;3;0;12;13;14;2;0;"no";1;3;2;15;15;16;FALSE;FALSE;4;0;TRUE
"GP";"M";16;"urban";"LE3";"T";4;3;"health";"other";"home";"yes";"yes";"yes";FALSE;1;3;"no";"yes";5;3;"father";"<15 min";FALSE;1;0;"no";1;3;6;12;12;12;1;0;"yes";1;3;4;8;10;10;FALSE;FALSE;3;0;TRUE
"GP";"M";16;"urban";"LE3";"T";4;3;"services";"other";"reputation";"yes";"yes";"yes";TRUE;4;2;"no";"yes";5;5;"mother";"<15 min";FALSE;2;0;"no";1;2;6;12;12;13;2;0;"yes";1;2;10;15;15;15;FALSE;TRUE;5;0;TRUE
"GP";"M";16;"urban";"LE3";"T";4;3;"teacher";"other";"course";"no";"yes";"yes";FALSE;4;5;"no";"yes";3;5;"mother";"<15 min";FALSE;1;0;"no";1;1;7;14;14;15;1;0;"no";1;1;0;6;0;0;FALSE;FALSE;5;0;TRUE
"GP";"M";17;"rural";"GT3";"T";1;1;"other";"other";"home";"no";"yes";"yes";FALSE;3;3;"yes";"no";1;4;"father";"15-30 min";FALSE;3;0;"no";1;1;2;13;14;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;7;0;FALSE
"GP";"M";17;"rural";"GT3";"T";1;2;"at_home";"at_home";"home";"no";"no";"yes";TRUE;5;2;"yes";"yes";1;3;"mother";"<15 min";FALSE;2;0;"no";2;2;2;16;17;18;2;0;"yes";2;2;2;15;14;14;TRUE;TRUE;6;0;TRUE
"GP";"M";17;"rural";"GT3";"T";1;2;"at_home";"other";"home";"yes";"no";"yes";FALSE;1;3;"no";"no";3;3;"mother";"<15 min";FALSE;2;0;"no";1;5;6;9;9;10;2;0;"no";1;5;4;8;9;10;TRUE;FALSE;3;0;TRUE
"GP";"M";17;"rural";"GT3";"T";1;3;"other";"other";"course";"yes";"yes";"yes";TRUE;2;4;"no";"yes";5;5;"father";"30-60 min";FALSE;2;1;"no";1;4;14;12;11;11;2;1;"no";1;4;20;9;7;8;TRUE;TRUE;5;2;TRUE
"GP";"M";17;"rural";"GT3";"T";2;1;"other";"other";"course";"no";"yes";"yes";FALSE;4;2;"no";"no";5;4;"mother";"<15 min";FALSE;1;0;"no";2;4;0;12;12;13;1;0;"no";2;4;0;8;12;12;TRUE;FALSE;4;0;TRUE
"GP";"M";17;"rural";"GT3";"T";2;2;"other";"other";"course";"yes";"yes";"yes";TRUE;5;2;"no";"yes";1;4;"father";"15-30 min";FALSE;2;0;"no";1;1;0;12;13;13;2;0;"yes";1;1;4;11;11;11;TRUE;TRUE;4;0;TRUE
"GP";"M";17;"rural";"GT3";"T";2;2;"other";"services";"other";"no";"no";"no";FALSE;2;2;"no";"no";4;5;"mother";"15-30 min";FALSE;1;0;"no";1;1;0;9;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;5;0;FALSE
"GP";"M";17;"rural";"GT3";"T";2;2;"services";"other";"course";"yes";"yes";"yes";TRUE;4;5;"no";"no";4;4;"mother";">60 min";FALSE;1;0;"no";5;5;2;11;10;10;1;0;"no";5;5;8;11;10;10;TRUE;TRUE;4;0;TRUE
"GP";"M";17;"rural";"GT3";"T";3;2;"other";"other";"course";"yes";"yes";"yes";TRUE;4;4;"yes";"no";3;4;"mother";"15-30 min";TRUE;2;2;"no";1;4;4;7;6;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;7;2;FALSE
"GP";"M";17;"rural";"GT3";"T";3;4;"at_home";"other";"course";"yes";"no";"yes";FALSE;4;5;"no";"no";5;5;"mother";"30-60 min";FALSE;2;0;"no";2;4;2;10;9;10;2;0;"no";2;4;0;10;0;0;TRUE;FALSE;5;0;TRUE
"GP";"M";17;"rural";"LE3";"A";4;4;"teacher";"other";"course";"yes";"yes";"yes";TRUE;3;3;"no";"no";4;3;"mother";"15-30 min";FALSE;2;0;"no";2;3;0;12;12;12;2;0;"yes";2;3;2;10;11;12;FALSE;TRUE;3;0;TRUE
"GP";"M";17;"rural";"LE3";"T";1;1;"other";"services";"course";"yes";"no";"no";FALSE;3;5;"yes";"yes";5;5;"mother";">60 min";FALSE;2;0;"no";1;5;0;8;8;8;2;3;"no";1;5;0;5;8;7;FALSE;FALSE;8;3;TRUE
"GP";"M";17;"rural";"LE3";"T";1;2;"other";"other";"reputation";"yes";"no";"yes";FALSE;2;2;"no";"no";5;2;"mother";"<15 min";FALSE;1;3;"no";3;3;14;9;8;10;1;0;"no";3;3;8;16;12;13;FALSE;FALSE;2;3;TRUE
"GP";"M";17;"rural";"LE3";"T";2;1;"at_home";"other";"course";"yes";"yes";"no";FALSE;3;2;"yes";"yes";5;3;"mother";"15-30 min";FALSE;1;1;"yes";2;2;8;8;8;9;1;2;"no";2;2;0;7;6;0;FALSE;FALSE;6;3;TRUE
"GP";"M";17;"urban";"GT3";"T";1;1;"other";"other";"reputation";"no";"yes";"yes";FALSE;3;3;"no";"no";4;4;"father";"<15 min";FALSE;2;0;"no";1;2;0;12;12;12;2;0;"yes";1;2;2;12;10;11;TRUE;FALSE;4;0;TRUE
"GP";"M";17;"urban";"GT3";"T";1;2;"at_home";"services";"other";"no";"yes";"yes";FALSE;4;4;"no";"yes";5;4;"other";"15-30 min";FALSE;2;0;"no";4;5;16;10;11;12;2;0;"yes";4;5;12;7;8;8;TRUE;FALSE;4;0;TRUE
"GP";"M";17;"urban";"GT3";"T";1;3;"at_home";"services";"course";"yes";"yes";"no";FALSE;3;3;"no";"no";2;5;"father";"<15 min";FALSE;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;"no";1;4;2;10;10;10;TRUE;FALSE;5;0;FALSE
"GP";"M";17;"urban";"GT3";"T";2;1;"other";"other";"home";"yes";"yes";"no";TRUE;5;1;"no";"yes";3;4;"mother";"15-30 min";TRUE;1;3;"no";1;1;0;9;9;10;1;3;"no";1;1;2;8;8;10;TRUE;TRUE;4;6;TRUE
"GP";"M";17;"urban";"GT3";"T";2;1;"other";"other";"home";"yes";"yes";"yes";TRUE;4;5;"no";"no";5;5;"mother";"<15 min";FALSE;1;0;"no";1;2;22;9;7;6;1;3;"no";1;2;0;5;0;0;TRUE;TRUE;5;3;TRUE
"GP";"M";17;"urban";"GT3";"T";2;2;"other";"other";"home";"yes";"yes";"no";FALSE;4;4;"no";"no";4;4;"father";"15-30 min";FALSE;1;0;"no";2;3;8;8;8;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;FALSE;4;0;FALSE
"GP";"M";17;"urban";"GT3";"T";2;3;"other";"other";"course";"yes";"yes";"yes";FALSE;2;2;"no";"no";2;5;"father";"15-30 min";FALSE;1;0;"no";1;1;2;9;12;13;1;0;"no";1;1;4;12;12;13;TRUE;FALSE;5;0;TRUE
"GP";"M";17;"urban";"GT3";"T";3;1;"services";"other";"other";"yes";"yes";"yes";FALSE;4;4;"yes";"yes";5;5;"mother";"<15 min";FALSE;2;0;"no";3;4;0;11;11;14;2;0;"yes";3;4;2;9;9;10;TRUE;FALSE;8;0;TRUE
"GP";"M";17;"urban";"GT3";"T";3;2;"services";"services";"course";"no";"no";"no";TRUE;5;2;"no";"yes";2;4;"mother";"15-30 min";FALSE;1;3;"no";1;1;10;8;7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;3;FALSE
"GP";"M";17;"urban";"GT3";"T";3;2;"services";"services";"course";"yes";"yes";"yes";TRUE;5;5;"no";"yes";5;5;"mother";"<15 min";FALSE;1;3;"yes";2;4;2;8;8;7;1;3;"no";2;4;16;6;5;5;TRUE;TRUE;5;6;TRUE
"GP";"M";17;"urban";"GT3";"T";3;3;"health";"other";"home";"yes";"yes";"yes";TRUE;4;3;"no";"no";5;4;"mother";"<15 min";FALSE;1;0;"no";1;3;0;14;15;15;1;0;"yes";1;3;4;14;12;11;TRUE;TRUE;4;0;TRUE
"GP";"M";17;"urban";"GT3";"T";3;3;"other";"other";"reputation";"no";"yes";"yes";FALSE;3;4;"no";"yes";4;4;"father";"<15 min";FALSE;2;0;"no";1;4;4;11;9;10;2;0;"no";1;4;4;6;5;6;TRUE;FALSE;4;0;TRUE
"GP";"M";17;"urban";"GT3";"T";3;3;"other";"services";"reputation";"no";"yes";"yes";FALSE;3;5;"no";"yes";5;4;"mother";"<15 min";FALSE;1;0;"no";3;5;0;17;18;17;1;0;"no";3;5;3;14;15;16;TRUE;FALSE;4;0;TRUE
"GP";"M";17;"urban";"GT3";"T";3;3;"services";"services";"other";"yes";"yes";"yes";TRUE;3;4;"yes";"yes";4;4;"mother";"<15 min";FALSE;2;0;"no";2;3;6;11;13;14;2;0;"no";2;3;12;12;12;11;TRUE;TRUE;7;0;TRUE
"GP";"M";17;"urban";"GT3";"T";4;3;"other";"other";"course";"yes";"yes";"yes";TRUE;2;3;"yes";"yes";2;5;"mother";"<15 min";FALSE;2;0;"yes";1;1;4;11;11;13;2;0;"no";1;1;4;10;10;11;TRUE;TRUE;8;0;TRUE
"GP";"M";17;"urban";"GT3";"T";4;4;"services";"teacher";"home";"yes";"yes";"yes";FALSE;2;3;"no";"no";5;5;"mother";"<15 min";FALSE;1;0;"no";1;2;4;13;13;14;1;0;"no";1;2;4;17;15;16;TRUE;FALSE;5;0;TRUE
"GP";"M";17;"urban";"GT3";"T";4;4;"teacher";"teacher";"course";"no";"yes";"yes";TRUE;2;1;"no";"yes";5;4;"mother";"<15 min";FALSE;1;0;"no";1;2;6;10;8;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;TRUE;4;0;FALSE
"GP";"M";17;"urban";"GT3";"T";4;4;"teacher";"teacher";"reputation";"yes";"yes";"yes";TRUE;5;5;"yes";"yes";2;4;"mother";"<15 min";TRUE;2;0;"no";1;3;0;13;13;13;2;0;"no";1;3;14;11;9;9;TRUE;TRUE;7;0;TRUE
"GP";"M";17;"urban";"LE3";"A";3;2;"other";"other";"reputation";"yes";"yes";"yes";TRUE;4;4;"no";"no";5;4;"mother";"<15 min";FALSE;2;0;"no";1;2;10;16;18;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"M";17;"urban";"LE3";"A";3;2;"teacher";"services";"home";"yes";"yes";"yes";FALSE;4;4;"no";"no";3;4;"mother";"<15 min";FALSE;1;0;"no";3;4;18;13;13;13;1;1;"no";3;4;19;11;9;10;FALSE;FALSE;4;1;TRUE
"GP";"M";17;"urban";"LE3";"A";4;1;"services";"other";"home";"yes";"yes";"yes";FALSE;5;4;"yes";"yes";5;4;"mother";"15-30 min";FALSE;1;0;"no";2;4;22;11;11;10;1;0;"yes";2;4;30;8;8;8;FALSE;FALSE;7;0;TRUE
"GP";"M";17;"urban";"LE3";"A";4;4;"health";"other";"reputation";"yes";"yes";"yes";TRUE;4;2;"no";"no";4;4;"mother";"<15 min";FALSE;3;0;"no";1;2;2;12;15;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;FALSE;TRUE;4;0;FALSE
"GP";"M";17;"urban";"LE3";"T";1;1;"health";"other";"course";"yes";"yes";"yes";TRUE;4;4;"no";"yes";5;4;"mother";"15-30 min";FALSE;1;1;"no";1;2;0;9;10;10;1;1;"no";1;2;2;7;9;8;FALSE;TRUE;4;2;TRUE
"GP";"M";17;"urban";"LE3";"T";2;2;"other";"other";"home";"no";"yes";"yes";FALSE;4;2;"yes";"yes";4;4;"father";"<15 min";FALSE;2;0;"no";5;5;0;16;16;16;2;0;"yes";5;5;4;14;13;13;FALSE;FALSE;7;0;TRUE
